,user_id,recommendation
23,eZeBuiVZWT7u3SktO7mv9w,"Platform Espresso Bar, Good Taste Casserole Rice, Hakata Shoryuken, Lohas Cafe, Sansotei, TORCH Pressed Sushi, Sonoya Japanese Noodle House, 4C Broast Chicken, Beef Noodle Restaurant, Azyun Restaurant"
24,Z09rco1enQXNCd9H0u7kvg,"Swiss Chalet Rotisserie & Grill, Kandahar Kabab, The Dirty Bird Chicken + Waffles, Osmow's, Eggette Hut, Sonoya Japanese Noodle House, El Habanero & Churrobar, Azyun Restaurant, Mona's Roti-Caribbean Food, AllStar Wings & Ribs"
25,g-y4Me4bqDz8jwFzX_e17w,"Sorocco, Hinnawi Bros Begal & Café, Soleil de Saigon, Ave Seoul, Pub Burgundy Lion, Grillades Da Silva, Banh Mi Boys, A&W, Rosetta, Les 3 Brasseurs"
26,O3q-nwYZykMmacxjru01Zg,"The Captain's Boil, Museum Tavern, Coquine Restaurant, Chris Jerk Caribbean Bistro, Pearl Harbourfront Chinese Cuisine, Barrio Coreano, Buca Yorkville, Touhenboku Ramen Restaurant, TOCA, Woodstone Eatery"
27,Zd3wzNdevk15CwMIJdbjZw,"The Senator, Fresh On Bloor, Hakka Wow, Lalibela Ethiopian Restaurant, Tabülè Middle Eastern Cuisine, Lee Chen Asian Bistro, Double Sushi, 7 West Cafe, Planta Burger, Grasshopper Restaurant"
28,3aYeG-x5A44GIgmBHrwyAA,"Copper Branch, Chez Claudette, Bristol Chai, Darling, Café Cherrier, Les Enfants Terribles, Cinko, Saint-Houblon, La Graine Brûlée, Le Butterblume"
29,pn_flI3EBNugBEYFp9okxQ,"Chung King Garden Restaurant, Jerusalem Restaurant, KABOOM Chicken, Lamanna's Bakery, Oaza Shawarma Plus, Cactus Sandwiches & BBQ chicken, Mayur Fine Indian Cuisine, Pho 88, Wei's Taiwanese Food, Chris Jerk Caribbean Bistro"
30,Kj9cFO70zZOQorN0mgeLWA,"Beerbistro, Maple Leaf Tavern, Brothers, Grey Gardens, Chubby's Jamaican Kitchen, Descendant Detroit Style Pizza, Lee Chen Asian Bistro, AF1 Caribbean Canteen, Provo FoodBar, Cafe Hollywood"
31,Nq6e5N8bjgD9B46O4va_zA,"Beijing Restaurant, Clubhouse Sandwich Shop, The Lakeview, August 8, Thai Room Liberty Village, Han Ba Tang, Good Taste Casserole Rice, Lamesa Filipino Kitchen, Wvrst, KoJa Restaurant"
32,yphnJ8zYbJF7Y3QbtMj91g,"O Steak, Centrale Bergham, L'Afghan Grillade, Orange Julep, Pushap, L'Avenue, Poulet Bronzé, Le Petit Dep, Ottavio, Cookie Stéfanie"
33,iRQ_YKpCBdaCwvc2X8_3NQ,"Steve's Family Restaurant, Silk Road Kabob House, Reyna, What A Bagel - Spadina, Reds Wine Tavern, Jz's Pizza, Mana'ish Global Flatbread Cafe, Carisma, Long Time No See, Khau Gully"
34,hFvLG_m26hYMx1UGQSpaEg,"C'ChoColat, Bangkok Garden Restaurant, Pita & Grill, Bliss Dessert Cafe and Bistro, Asian Bowl, Yummy Yummy Dumplings, Magic Noodle, Arirang, Basil Box, L.A. Boil Seafood"
35,aX6_Pf3njB-H3FrqgnNJ2g,"Kenzo Ramen, Destiny, Gyubee Japanese BBQ - Downtown, Neighbor Wang, DM Chicken, Sky Dragon Chinese Restaurant, Long Time No See, Osmow's, Sansotei, Saryo Cafe"
36,0Zswwlz4NzUJoG-skyWzIw,"Mojito Cubano, Fat Bastard Burrito, Mii Sandwich, Chako, Shangrila Tibetan & Asian Cuisine, Himalayan Kitchen, Arirang, R&D Restaurant, Mekong River, Pho Hoa 89"
37,vs8aSP9ArwqAlb0LeCnFeQ,"Allwyn's Bakery, Curry & Co, Golden Rice Noodle, Gushi Japanese Street Food, Crazy Don, Yupdduk, Bob's Bulgogi, Phoenix Noodle House, Cheers Chicken & Beers, Dakgogi"
