,user_id,recommendation
28,3aYeG-x5A44GIgmBHrwyAA,"Le Super Qualité, Flyjin, Cinko, Fromagerie Qui Lait Cru, Les Affamés, Chez Bong, HarBin Dumpling, Bristol Chai, Barbounya, Saint-Houblon"
29,pn_flI3EBNugBEYFp9okxQ,"Gyu-Kaku Japanese BBQ, Jerusalem Restaurant, The Wickson Social, Wei's Taiwanese Food, Kiku, Shangrila Tibetan & Asian Cuisine, KINTON RAMEN, Kintako Japanese Restaurant, Hamish Kitchen Restaurant, Plentea"
30,Kj9cFO70zZOQorN0mgeLWA,"Francesca Italian Bakery & Delicatessen, Hair of the Dog, Romados, Le Majestique, Soul Cafe, St James's Gate Toronto, illstyl3 Sammies, Campagnolo, Hibiki Japanese Cuisine, Chine Hot Pot & Noodles"
31,Nq6e5N8bjgD9B46O4va_zA,"True True, KINKA IZAKAYA NORTH  YORK, Norling, The Craft Brasserie & Grille, Baretto Caffe, Ritz Caribbean Foods, Boralia, Potman Hotpot, Granite Brewery & Restaurant, Liberty Village Rotisserie Grill"
32,yphnJ8zYbJF7Y3QbtMj91g,"O Steak, Les Impertinentes, Pushap, L'Afghan Grillade, Poulet Bronzé, Pizzeria Dei Compari, Café Melbourne, Centrale Bergham, Cookie Stéfanie, Ottavio"
33,iRQ_YKpCBdaCwvc2X8_3NQ,"Touhenboku Ramen Restaurant, Anatolia Restaurant, Hong Shing Chinese Restaurant, Egg Bae, Forget Me Not Cafe, Nuit Social, Bacchus Roti Shop, Mitzie's Jerk, Crown Prince Fine Dining & Banquet, La Capital Tacos"
34,hFvLG_m26hYMx1UGQSpaEg,"Mon Ami - Sainte-Catherine, Arirang, Hakka Ren, Pho Vuho, Fune Japanese Restaurant, Oyster Boy, Sikgaek, Pita & Grill, Basil Box, Nations Fresh Foods"
35,aX6_Pf3njB-H3FrqgnNJ2g,"Hot Star Large Fried Chicken, Doner King, Snug Harbour, Doug McNish's Public Kitchen, Kenzo Ramen, Watan Kabob, Nichiban Sushi4U, Kimchi Korea House, HCafe Japanese Cafe, Congee Queen"
36,0Zswwlz4NzUJoG-skyWzIw,"Monga Fried Chicken, Hot Star Large Fried Chicken, Royal House, What A Bagel - Spadina, Sneaky Dee's, Le Sélect Bistro, Nando's Flame Grilled Chicken, Sakawa Coffee & Japanese Restaurant, Wonton Chai Noodle, Tabülè Middle Eastern Cuisine"
37,vs8aSP9ArwqAlb0LeCnFeQ,"Sichuan Garden Restaurant, KaKa All You Can Eat, Chipotle Mexican Grill, Satay Sate, Omg Oh My Gyro, August 8, Seoul Restaurant, Congee Queen, The Dirty Bird Chicken + Waffles, Dumpling House Restaurant"
