,user_id,recommendation
10,Ao-6FYE29-I8WwPg67806A,"Smilez Jamaican Restaurant, The Beaconsfield, Royal Sushi, Opus Restaurant, Mother India, A&W, Sashimi Island, Les Deux Gamins, Spoon & Fork Plus, La Parmigiana Italian Eatery"
11,jpIGlAym6z88W2xzHiK5_A,"Tim Hortons, Milestones Restaurants, Imperial Buffet, Austin's Bar & Grill, Silver Spoon, Jimmy's A&A, Bella's Inasal, St. Louis Bar & Grill, A&W, Volos Pizza"
12,PGeiszoVusiv0wTHVdWklA,"Sugar Marmalade, Cheers Chicken & Beers, Extreme Pita, Nodo Restaurant, Petra Shawarma, Lite Bite, Maluca Wine Bar & Restaurant, Notre Burger Gourmet, Adega Restaurante, Tamam's Shawarma"
13,U5YQX_vMl_xQy8EQDqlNQQ,"Tenon Vegetarian Cuisine, Loch & Quay, Mi'hito Sushi Laboratory, The Carousel Café, A&W, Lalibela Ethiopian Restaurant, Chez Delmo, Second Cup, Le Filet, Koji Japanese Restaurant"
14,XrYTMhY9YJvzX2pMepIz7A,"Ricky's All Day Grill, Mary Brown's, Overdraught Irish Pub, Abbey Arms Restaurant, Dom Carlos, Royal Jasmine, Tabriz Persian Cookhouse, Yolanda's Spuntino Casa, Pan On the Danforth, R&D Restaurant"
15,orh0HRUNCWuQMt9Iia_osg,"The Real McCoy Burgers & Pizza, C'est si Bon, Stock In Trade, Popeyes Louisiana Kitchen, Hey Lucy, M&J's Eastside Deli, Crumbs Patties, The One That Got Away, Banh Mi Boys, Kovalsky Restaurant"
16,CQ67NJigSe5-uBDX3b_CUw,"Cocktail Hawaii, M. Burrito, L'Académie, Serrano Bar-B-Q, Al-Baghdadi, The Shmooz, Casa Vinho, Mom And Pops, Ô Claf, Au Coin Berbere"
17,jwctwzboGhQmtC50Juxa9A,"The Bottom Line, Liyuan Spicy Pot, Amano, The Olde Stone Cottage Pub & Patio, Sunset Grill, Crepe TO, Good Luck Chinese Restaurant, Kibo Sushi House, Liberty village, Fairview Seafood Chinese Cuisine, Azumi Sushi"
18,TibBhm-fbksozIDFD8wjPQ,"Freshslice Pizza, Taco Monkland, PROP, Barcola Bistro, Ajuker Chicken, Kibo Sushi House, NEO COFFEE BAR, Com Tam Pho 168, Zen Japanese Restaurant, Little Pig Hot Pot"
19,ic-tyi1jElL_umxZVh8KNA,"Michel's Baguette, Maluca Wine Bar & Restaurant, El Charro, Pita Boss, Wild Wing, L'Avenue Bistro, Vargas, Modus Ristorante, Villa Madina, Petite Thuet"
20,uz5-sq6wHrXScrIWb8r1Mg,"Kub Khao Thai Eatery, Resto-Pub 100 Génies, Lee Restaurant, Lisbon By Night Restaurant, Mad Crush Wine Bar, Sansotei Ramen, The Big Carrot Organic Juice Bar, Mother Goose, Pizza Village, Notre Burger Gourmet"
21,LB5ViGU59ww2XRCx803t0w,"Tara Inn, Poke Guys, Shisha&Co, Asteria Souvlaki Place, Sumac Kebab Kitchen, Ravi Soup, Call a Chicken, Wow! Wing House, One Restaurant, Pavao Meat's & Deli"
22,8Dvr-U6jCZTVGD52LwC2qA,"Boston Pizza, Clubhouse Sandwich Shop, Bobby Chao's Chinese Cuisine & Dim Sum, Poor Romeo, Jacques' Bistro Du Parc, Schmaltz Appetizing, Jang Kang, Pho Xua, 2 Bros Cuisine, Hero Certified Pizza"
23,eZeBuiVZWT7u3SktO7mv9w,"Huh Ga Ne, Maha's, Carbon Bar & Grill, Mississauga Marketplace Fish & Chips, Super Choy Restaurant, Lim Ga Ne, Restaurant Makkah, Mac-A-Tak, Vargas, Thai On Yonge"
24,Z09rco1enQXNCd9H0u7kvg,"Extreme Pita, Tim Hortons, Cheers Chicken & Beers, No Bull Burgers, Wild Wings Markham - Angus Glen, Bodira Cafe and Fine Foods, Bâton Rouge Steakhouse & Bar, The Roncesvalles Polish Festival, Schmaltz Appetizing, Asian Legend"
25,g-y4Me4bqDz8jwFzX_e17w,"Lawrence, Natural Sushi Japanese Restaurant, Caffe Demetre, Jal Gua Cafe, Cabañas, Nova Era Bakery, Federick, Typhoon Lounge, Île Flottante, Campo"
26,O3q-nwYZykMmacxjru01Zg,"Imanishi Japanese Kitchen, Pizza Hut, Clubhouse Sandwich Shop, Pomarosa Coffee Shop & Kitchen, Figs Breakfast & Lunch, Swiss Chalet Rotisserie & Grill, Aroma Bakery, Greenhouse Juice, Alo Restaurant, Notre Burger Gourmet"
27,Zd3wzNdevk15CwMIJdbjZw,"Mill Street Brew Pub, Noble Seafood, Uchi, Caribbean Wave, Uncle John's Candy Shack, Hakka Garden Chinese Restaurant, Burger Legend, Dbarkadz Filipino Cuisine, The Hogtown Vegan, Terre Rouge"
28,3aYeG-x5A44GIgmBHrwyAA,"Fung Shing, Rôtisserie St-Hubert, Restaurant Les Deux Fours, Etoiles De Ville Emard (Les), Chasse Galerie, Deli Green Stop, Amir, Soupesoup, Brasserie Capri, Porto Mar"
29,pn_flI3EBNugBEYFp9okxQ,"Public Park Coffee, Restaurant Gandhi, North Shore Pie, Brock Sandwich, Naomi, Alo Restaurant, Satay Sate, Tianjin Dumplings Restaurant, McEwan, Ethiopian House Restaurant"
30,Kj9cFO70zZOQorN0mgeLWA,"McDonald's, Sunset Grill, Freshii, Kagayaki, Country Style Hungarian Restaurant, Boston Pizza, Bar Mercurio, Pizza Rustica, Ludger, N'awlins Jazz Bar & Dining"
31,Nq6e5N8bjgD9B46O4va_zA,"Pizza Hut, Le Bistro du Magasin Général du Vieux Montréal, Sabai Sabai Kitchen and Bar, Sang-Ho Seafood Restaurant, Swiss Chalet Rotisserie & Grill, Florentia, Namsan Korean Cuisine, PROP, Thai Smile, Baguette Cali"
32,yphnJ8zYbJF7Y3QbtMj91g,"Vegan Rapide, L'Oeufrier, Volta Espresso, Thai Imagination, Ristorante Corneli, Bistro l'Entrepont, Gazebo, Sizzling Skillet, Chez Fred, Le Rouge Gorge"
33,iRQ_YKpCBdaCwvc2X8_3NQ,"Kingston Chinese Restaurant, Mr. Jerk, Maluca Wine Bar & Restaurant, Salmon Lovers, Thai Express, The Green Wood, Pho Mi 88, Chaplus, Hacienda las Américas, Espace Pépin Maison"
34,hFvLG_m26hYMx1UGQSpaEg,"Sushi Zone, Comptoir 21, Feast of Dilli, Rougamo & Noodles, Jack Astor's Bar & Grill, McDonald's, The Birchcliff, The Red Room, Kalendar, AGO Bistro"
35,aX6_Pf3njB-H3FrqgnNJ2g,"Hey Lucy, Outrigger, Rikkochez, Gio Rana's Really Really Nice Restaurant, Queen Sheba, Taste of Jaffna, Tender Trap Restaurant, Le Petit Bistro, Carisma, Haroo"
36,0Zswwlz4NzUJoG-skyWzIw,"River Tai, Zen Japanese Restaurant, Panda Express, Fat Pasha, Wuhan Noodle 1950, Fast Fresh Foods, Super Taste Noodle House, Jimmy's Coffee, Poke Eats, GAB"
37,vs8aSP9ArwqAlb0LeCnFeQ,"Chicken Squared, Ami Sushi, Lemongrass Restaurant, Paintlounge, Pizza Land, Made In China Hot Pot, Koji Japanese Restaurant, Snakes & Lattes Midtown, Something Sweet 4 U, D-Spot Dessert Cafe"
