,user_id,recommendation
23,eZeBuiVZWT7u3SktO7mv9w,"Ai Sushi, Gyugyuya, PaPa Chang's, Light Cafe, Oriental Rice Noodle, Azyun Restaurant, New City Restaurant, Versus Coffee, BlackGold Cafe, Cho Sun Ok"
24,Z09rco1enQXNCd9H0u7kvg,"Golden Bubbles, Sultan of Samosas, Allwyn's Bakery, Swiss Chalet Rotisserie & Grill, McDonald's, Sunny Up All Day Breakfast, Kaka All You Can Eat, Eggsmart, Samosa King - Embassy Restaurant, Azyun Restaurant"
25,g-y4Me4bqDz8jwFzX_e17w,"Bâton Rouge, Over Easy Restaurant, 4 Origines, Banh Mi Boys, Brit & Chips, Boustan, Brit & Chips, Hinnawi Bros Begal & Café, Gus, Chatime"
26,O3q-nwYZykMmacxjru01Zg,"Smoque N' Bones, Izakaya Ju, Kaka All You Can Eat, Tendou Matcha & Dessert, Poke Eats, O.Noir, Nando's Flame Grilled Chicken, Azyun Restaurant, Woodstone Eatery, Barsa Taberna"
27,Zd3wzNdevk15CwMIJdbjZw,"The Porch Toronto, Craft Beer Market, Goat Coffee Co, Live Organic Food Bar, Veda Healthy IndianTakeout, Sake Bar Kushi, Levetto, The Big Carrot, Urban Herbivore, Té"
28,3aYeG-x5A44GIgmBHrwyAA,"Les Affamés, Fromagerie Qui Lait Cru, Darling, Flyjin, Le Butterblume, Barbounya, HarBin Dumpling, Chez Claudette, Saint-Houblon, Bristol Chai"
29,pn_flI3EBNugBEYFp9okxQ,"Moxie's Grill & Bar, Chick Fiesta, Mayur Fine Indian Cuisine, Christina's On the Danforth, Lamanna's Bakery, East Tea Can, Nakamori, Aoyama Sushi Restaurant, Jerusalem Restaurant, Hamish Kitchen Restaurant"
30,Kj9cFO70zZOQorN0mgeLWA,"L'Oeufrier, SuWu, Kintaro Izakaya, Grey Gardens, Annette Food Market, The Citizen, Mitzi's Café, Le Majestique, El Catrin Destileria, Her Father's Cider Bar & Kitchen"
31,Nq6e5N8bjgD9B46O4va_zA,"Labothéry, The Pie Commission, St-Viateur Bagel & Café, Wonton Chai Noodle, Lime Asian Cuisine, Menya Fuji, Sugar Marmalade, Myungdong Kalguksu, Jules Bistro, Bosk"
32,yphnJ8zYbJF7Y3QbtMj91g,"La Graine Brûlée, Maison Christian Faure, Café Melbourne, Pizzeria Dei Compari, Centrale Bergham, C'ChoColat, Les Impertinentes, Moishe's Steakhouse, Cookie Stéfanie, Ottavio"
33,iRQ_YKpCBdaCwvc2X8_3NQ,"Indian Grill, Banjara Indian Cuisine, Pinky's Ca Phe, Rose and Sons Swan, Anatolia Restaurant, Mother's Dumplings, Restaurant La Banane, Mitzie's Jerk, Bacchus Roti Shop, La Chilaca Taqueria"
34,hFvLG_m26hYMx1UGQSpaEg,"Pho Hoa 89, Morals Village Hot pot, Pita & Grill, Pho Vuho, Mamma Martino's Pasta and Pizzeria Restaurant, Oyster Boy, L.A. Boil Seafood, Nations Fresh Foods, Basil Box, Kenzo Ramen"
35,aX6_Pf3njB-H3FrqgnNJ2g,"3030, Sky Dragon Chinese Restaurant, Sansotei, Kenzo Ramen, Thai Fantasy, Yummy BBQ, Hot Star Large Fried Chicken, Phoenix Cafe, Saryo Cafe, Luckee"
36,0Zswwlz4NzUJoG-skyWzIw,"Fat Bastard Burrito, Eat Jackpot, Earls Kitchen + Bar, Sakawa Coffee & Japanese Restaurant, Wonton Chai Noodle, Mekong River, Shangrila Tibetan & Asian Cuisine, Tabülè Middle Eastern Cuisine, Saryo Cafe, Le Sélect Bistro"
37,vs8aSP9ArwqAlb0LeCnFeQ,"Union Chicken, Black Cat Espresso Bar, Chinese Dumpling House, Mr.Tonkatsu, HotBlack Coffee, Tabule Restaurant, Raijin Ramen, Nando's Flame Grilled Chicken, Eat Jackpot, Korean Village Restaurant"
