,user_id,recommendation
17,jwctwzboGhQmtC50Juxa9A,"The Jerk Spot, Panera Bread, Chengdu Guokui, McDonalds, Hanabi Sushi, Hey Lucy, Valerios Tropical Bake Shop, Major Milliken Pub & Eatery, Kincious noodle house, Hakka Wok"
18,TibBhm-fbksozIDFD8wjPQ,"Sushi 4 U, New Sun BBQ, Naan & Kabob, Zakkushi, Breakwall BBQ, Popeyes Louisiana Kitchen, No Bull Burgers, Calabria Bakery, Karahi Boys, British Style Fish & Chips"
19,ic-tyi1jElL_umxZVh8KNA,"Bubby's Bagels, Betty's, Federick Chinese Restaurant Hakka Indian Cuisine, Hakka No. 1 Restaurant, Panago Pizza, Rockin' Pizza N Chicken, L'Orchidée de Chine, Cantanhede O Bairradino, Yummy Ramen, Nakayoshi Izakaya"
20,uz5-sq6wHrXScrIWb8r1Mg,"Pickle Barrel, Sharon Garden, Latin World, Que Ling Vietnamese Cuisine, Wok-A-Way Chinese Food & Wings, Il Covo, Little Pig Hot Pot, Dora Keogh Irish Pub, McDonald's, Simone's Caribbean Restaurant"
21,LB5ViGU59ww2XRCx803t0w,"iQ Food, Zavida Coffee Roasters, Blu restaurante, Fresh on Crawford, Blowfish Restaurant & Sake Bar, Katsuya, Pizza Pizza, Pour Boy, East Thirty-Six, Kamasutra Indian Restaurant & Wine Bar"
22,8Dvr-U6jCZTVGD52LwC2qA,"Qualitea, Kalendar, Yeh!, Naan & Kabob, Sunset Grill, Booster's On Main, Umami Poke, Canteen, Nicey's Eatery, Pain Perdu"
23,eZeBuiVZWT7u3SktO7mv9w,"Mr Roc's Crawfish, Cowboys Casino, Stadt Cafe, Migarock, Mamma's Pizza, La Luna Rossa Ristorante, Kenny's Noodle, Pho House, Ukrainian Fine Food, Chick Fiesta"
24,Z09rco1enQXNCd9H0u7kvg,"Basha - Marché Jean Talon, Sushi Style, Mezzetta Restaurant & Tapas Bar, Panpan Noodle Bar, Aroma Espresso Bar, Ramen Isshin, Bamiyan Kabob, Sashimi Island, La Luna Rossa Ristorante, Canton Kitchen"
25,g-y4Me4bqDz8jwFzX_e17w,"Caribbean Queen Roti Hut, California Sandwiches, Maybes Restaurant, Mean Bao, Shalom Ethopian Restaurant, B's Banh Mi, Calii Love, Hakka Legend Asian Cuisine, Bodega Restaurant, New Ho King"
26,O3q-nwYZykMmacxjru01Zg,"Yummy Yummy Dumplings, Tim Hortons, Daal Roti, The Host, Pizza Nova, Jamie Express, The Kolkata Club, Mystik Takeout & Catering, Thai One On, Coffee Culture"
27,Zd3wzNdevk15CwMIJdbjZw,"The 3 Brewers, Ascari Enoteca, Toranj, Bassline Music Bar, Old Barber House, Farol Churrasqueira, South St Burger, King Pizza, Mother's Deli & Bakery, Mr. Greek"
28,3aYeG-x5A44GIgmBHrwyAA,"Monsieur Smith, Bagatelle, Le Ryad, HarBin Dumpling, La Demande Générale, Rôtisserie St-Hubert, Neos, Houston Avenue Bar & Grill, Ta Chido, Au Pain Perdu"
29,pn_flI3EBNugBEYFp9okxQ,"Nando's, Mymy Chicken, Jarry Smoked Meat, The Thirsty Duck, Daisuki Sushi, Freshii, Stanfield Grill House, Melting Pot Café, Moxie's Grill & Bar, Milestones Restaurants"
30,Kj9cFO70zZOQorN0mgeLWA,"Lisbon By Night Restaurant, Hung Fok BBQ Gourmet, DT Bistro-Patisserie, Gate 403 Bar & Grill, Day & Night Angus Steak Raw Bar, Lung Tung Bbq Food, Hibiscus, Tim Hortons, Cora, Enoteca Monza"
31,Nq6e5N8bjgD9B46O4va_zA,"Asaka Sushi, MAI MAI Restaurant, Lalibela Ethiopian Restaurant, Costa Verde BBQ Chicken, Antikka - cafe & records, Mucho Burrito, Tennessee, Hunan Style Restaurant, Mars Food, Ruyi Garden Chinese Restaurant"
32,yphnJ8zYbJF7Y3QbtMj91g,"Blink Restaurant & Bar, Restaurant Lyla, Foo Food, Sushi Toki, Mr Souvlaki, Chicha Restaurant, Hua Xing BBQ House, Sunset Grill, Café Santropol, House of Wong"
33,iRQ_YKpCBdaCwvc2X8_3NQ,"Mr Sub, The Olive Restaurant, Papa John's Pizza, Buffalo Wild Wings, Paramount Fine Foods, Burrito Boyz, Holt Renfrew, Xe Lua Restaurant, Watts Restaurant, Holy Chicken"
34,hFvLG_m26hYMx1UGQSpaEg,"Pizza Hut, Mean Bao, Dine on 3, Martino's Pizza & Asian Fusion Kitchen, Shawarma Box, Las Delicias, The Wilcox Gastropub, Subway, The Captain's Boil, KINTON RAMEN"
35,aX6_Pf3njB-H3FrqgnNJ2g,"Big Smoke Burger, Pizza Nova, Ryus Noodle Bar, Sweet Mahal, Canton Rice Noodle, Dagu Rice Noodle, The Birchcliff, Keating Channel Pub & Grill, Cafe de Causette, Starbucks"
36,0Zswwlz4NzUJoG-skyWzIw,"Sweet Esc, Pies Plus Cafe, Starbucks Reserve, The Halal Guys, Hemispheres Restaurant & Bistro, Niche Coffee and Tea, N9 Cafe, Jessie's, Canton Kitchen, Foodie North"
37,vs8aSP9ArwqAlb0LeCnFeQ,"La Cubana, Live Organic Food Bar - Liberty Village, Blu restaurante, Presse Café, Pie Squared, Mr. Chestnut, Pita & Grill, Toranj, Astoria Shish Kebob House, Little Sheep Mongolian Hot Pot"
